PSR Number,Description,Status,Date Originated,Final Complete Date,Product Line(s),Complaint Details.Adverse Event Suspected?,Complaint Details.Facility Country,Complaint Details.Lot/Serial Number,Complaint Details.Complaint Received By,Complaint Details.Investigation Result Code (N/A to all QMS),Complaint Details.Customer Symptom Code
00001994,Description 1994,Submitted,01/05/2018 09:01:36 PM PST,,Product 14,No,United Kingdom,428600-431151,Name 1994,,Repair
00001995,Description 1995,Canceled,01/08/2018 09:00:50 PM PST,,Product 15,No,Japan,N/A,Name 1995,,Other
00001996,Description 1996,Submitted,01/08/2018 09:00:51 PM PST,,Product 16,No,Ireland,256784,Name 1996,,PSU/Charger
00001997,Description 1997,Submitted,01/08/2018 09:00:52 PM PST,,Product 17,No,Ireland,389328,Name 1997,,Lid is damaged
00001998,Description 1998,Submitted,01/08/2018 09:00:52 PM PST,,Product 18,No,Ireland,125380,Name 1998,,Camera
00001999,Description 1999,Submitted,01/08/2018 09:00:53 PM PST,,Product 19,No,United Arab Emirates,TSM300-1660-GNDK,Name 1999,,Display
00002000,Description 2000,Closed,01/08/2018 09:00:55 PM PST,01/08/2018 11:47:49 PM PST,Product 20,No,Norway,3342,Name 2000,"N/A, Complaint Closed Prior To This Field Implementation",Calibration
00002001,Description 2001,Canceled,01/08/2018 09:00:56 PM PST,,Product 21,,Germany,,Name 2001,,
00002002,Description 2002,Submitted,01/08/2018 09:00:56 PM PST,,Product 22,No,Korea,1751001,Name 2002,,Pump
00002003,Description 2003,Canceled,01/08/2018 09:01:06 PM PST,,Product 23,No,Germany,705105,Name 2003,,Calibration
00002004,Description 2004,Canceled,01/08/2018 09:01:06 PM PST,,Product 24,No,Germany,17551562,Name 2004,,
00002005,Description 2005,Submitted,01/08/2018 09:01:07 PM PST,,Product 25,No,Germany,222988,Name 2005,,Other
00002006,Description 2006,Canceled,01/08/2018 09:01:07 PM PST,,Product 26,No,Germany,373018,Name 2006,,Calibration/Adjustment
00002007,Description 2007,Review,01/09/2018 09:00:48 PM PST,,Product 27,No,Australia,189049,Name 2007,,Headset
00002008,Description 2008,Canceled,01/09/2018 09:00:49 PM PST,,Product 28,,Switzerland,,Name 2008,,
00002009,Description 2009,Submitted,01/09/2018 09:00:50 PM PST,,Product 29,No,Germany,N/A,Name 2009,,
00002010,Description 2010,Submitted,01/09/2018 09:00:50 PM PST,,Product 30,No,Germany,946229,Name 2010,,Cable issue
00002011,Description 2011,Canceled,01/09/2018 09:00:51 PM PST,,Product 31,No,Germany,N/A,Name 2011,,Other
00002012,Description 2012,Submitted,01/09/2018 09:00:51 PM PST,,Product 32,No,USA,445651,Name 2012,,Main/Digital Board
00002013,Description 2013,Canceled,01/09/2018 09:00:52 PM PST,,Product 33,No,Germany,N/A,Name 2013,,
00002014,Description 2014,Submitted,01/09/2018 09:00:59 PM PST,,Product 34,No,Germany,N/A,Name 2014,,
00002015,Description 2015,Submitted,01/09/2018 09:01:00 PM PST,,Product 35,No,Germany,N/A,Name 2015,,
00002016,Description 2016,Submitted,01/09/2018 09:01:04 PM PST,,Product 36,No,Canada,991456,Name 2016,,Cable issue
00002017,Description 2017,Submitted,01/09/2018 09:01:04 PM PST,,Product 37,No,Canada,970927,Name 2017,,Cable issue
00002018,Description 2018,Submitted,01/09/2018 09:01:05 PM PST,,Product 38,No,Canada,983169,Name 2018,,Cable issue
00002019,Description 2019,Submitted,01/09/2018 09:01:06 PM PST,,Product 39,No,Malaysia,438392,Name 2019,,Probe
00002020,Description 2020,Canceled,01/09/2018 09:01:06 PM PST,,Product 40,No,USA,104757,Name 2020,,Correction/replacement program
00002021,Description 2021,Submitted,01/09/2018 09:01:13 PM PST,,Product 41,No,Finland,421128,Name 2021,,Main/Digital Board
00002022,Description 2022,Canceled,01/10/2018 09:00:51 PM PST,,Product 42,,Germany,,Name 2022,,
00002023,Description 2023,Canceled,01/10/2018 09:00:51 PM PST,,Product 43,,Germany,,Name 2023,,
00002024,Description 2024,Canceled,01/10/2018 09:00:52 PM PST,,Product 44,,Germany,,Name 2024,,
00002025,Description 2025,Canceled,01/10/2018 09:00:52 PM PST,,Product 45,,Germany,,Name 2025,,
00002026,Description 2026,Canceled,01/10/2018 09:00:53 PM PST,,Product 46,No,Germany,N/A,Name 2026,,
00002027,Description 2027,Canceled,01/10/2018 09:00:53 PM PST,,Product 47,No,Germany,N/A,Name 2027,,
00002028,Description 2028,Canceled,01/10/2018 09:00:54 PM PST,,Product 48,No,Germany,N/A,Name 2028,,
00002029,Description 2029,Canceled,01/09/2018 09:01:50 PM PST,,Product 49,No,Germany,N/A,Name 2029,,
00002030,Description 2030,Submitted,01/09/2018 09:02:01 PM PST,,Product 50,No,Germany,N/A,Name 2030,,
00002031,Description 2031,Closed,01/10/2018 09:00:59 PM PST,05/09/2018 04:54:02 AM PDT,Product 51,No,Japan,N/A,Name 2031,Taastrup|OAE & Evoked Potentials|Shipping|Documentation|Incorrect delivery,Other
00002032,Description 2032,Canceled,01/10/2018 09:00:59 PM PST,,Product 52,No,Germany,N/A,Name 2032,,
00002033,Description 2033,Submitted,01/10/2018 09:01:00 PM PST,,Product 53,No,USA,230592,Name 2033,Taastrup|Otoscopy|SW|Uncertain|Fixed by upgrade,Main/Digital Board
00002034,Description 2034,Canceled,01/10/2018 09:01:01 PM PST,,Product 54,No,Germany,N/A,Name 2034,,
00002035,Description 2035,Canceled,01/10/2018 09:01:02 PM PST,,Product 55,No,Austria,365687,Name 2035,,Calibration
00002036,Description 2036,Submitted,01/10/2018 09:01:02 PM PST,,Product 56,No,Germany,196860,Name 2036,,
00002037,Description 2037,Closed,01/10/2018 09:01:03 PM PST,02/27/2019 01:46:46 AM PST,Product 57,No,Germany,N/A,Name 2037,Taastrup|Audiometry|HW|Pt responder|Uncertain,Accessories
00002038,Description 2038,Submitted,01/10/2018 09:01:03 PM PST,,Product 58,No,Germany,N/A,Name 2038,,
00002039,Description 2039,Canceled,01/10/2018 09:01:04 PM PST,,Product 59,No,Germany,MA9024905,Name 2039,,
00002040,Description 2040,Submitted,01/10/2018 09:01:04 PM PST,,Product 60,No,Germany,15108,Name 2040,,
00002041,Description 2041,Submitted,01/10/2018 09:01:05 PM PST,,Product 61,No,Germany,162064,Name 2041,,
00002042,Description 2042,Canceled,01/10/2018 09:01:05 PM PST,,Product 62,No,Germany,N/A,Name 2042,,
00002043,Description 2043,Submitted,01/10/2018 09:01:06 PM PST,,Product 63,No,Germany,703559,Name 2043,,
00002044,Description 2044,Submitted,01/10/2018 09:01:06 PM PST,,Product 64,No,Germany,N/A,Name 2044,,
00002045,Description 2045,Submitted,01/10/2018 09:01:07 PM PST,,Product 65,No,Germany,217236,Name 2045,,
00002046,Description 2046,Submitted,01/10/2018 09:01:07 PM PST,,Product 66,No,Germany,440522,Name 2046,,
00002047,Description 2047,Submitted,01/10/2018 09:01:09 PM PST,,Product 67,No,Germany,0125K04M0389,Name 2047,,
00002048,Description 2048,Canceled,01/10/2018 09:01:09 PM PST,,Product 68,No,Germany,9115302,Name 2048,,
00002049,Description 2049,Canceled,01/10/2018 09:01:10 PM PST,,Product 69,No,Germany,45005,Name 2049,,
00002050,Description 2050,Canceled,01/10/2018 09:01:10 PM PST,,Product 70,No,Germany,2644414,Name 2050,,
00002051,Description 2051,Submitted,01/10/2018 09:01:12 PM PST,,Product 71,No,Nepal,161456,Name 2051,,Main/Digital Board
00002052,Description 2052,Submitted,01/10/2018 09:01:18 PM PST,,Product 72,No,United Kingdom,132150,Name 2052,,Communication to System Issue
00002053,Description 2053,Canceled,02/26/2018 09:06:58 PM PST,,Product 73,No,United Kingdom,,Name 2053,,
00002054,Description 2054,Submitted,01/10/2018 09:01:22 PM PST,,Product 74,No,United Kingdom,59104,Name 2054,,Calibration/Adjustment
00002055,Description 2055,Canceled,01/10/2018 09:01:22 PM PST,,Product 75,No,Germany,N/A,Name 2055,,Other
00002056,Description 2056,Canceled,01/11/2018 09:00:51 PM PST,,Product 76,No,Germany,702636,Name 2056,,Calibration/Adjustment
00002057,Description 2057,Canceled,01/11/2018 09:00:51 PM PST,,Product 77,No,Germany,N/A,Name 2057,,Calibration
00002058,Description 2058,Canceled,01/11/2018 09:00:52 PM PST,,Product 78,No,Germany,303493,Name 2058,,
00002059,Description 2059,Closed,01/12/2018 09:00:46 PM PST,01/15/2018 01:18:23 AM PST,Product 79,No,Germany,N/A,Name 2059,"N/A, Complaint Closed Prior To This Field Implementation",Other
00002060,Description 2060,Submitted,01/12/2018 09:00:47 PM PST,,Product 80,No,Germany,N/A,Name 2060,,
00002061,Description 2061,Canceled,01/12/2018 09:00:47 PM PST,,Product 81,No,Germany,1743034,Name 2061,,
00002062,Description 2062,Canceled,01/12/2018 09:00:47 PM PST,,Product 82,No,Germany,R5035637,Name 2062,,
00002063,Description 2063,Submitted,01/12/2018 09:00:48 PM PST,,Product 83,No,Germany,1743054,Name 2063,Taastrup|Fitting and Verification|HW|Uncertain|Calibration failed,Calibration/Adjustment
00002064,Description 2064,Canceled,01/10/2018 09:01:24 PM PST,,Product 84,No,United Kingdom,360105,Name 2064,,Request for information
00002065,Description 2065,Canceled,01/10/2018 09:01:34 PM PST,,Product 85,,Lebanon,,Name 2065,,
00002066,Description 2066,Submitted,01/10/2018 09:01:39 PM PST,,Product 86,No,USA,196906,Name 2066,,
00002067,Description 2067,Canceled,01/10/2018 09:01:50 PM PST,,Product 87,No,Germany,N/A,Name 2067,,
00002068,Description 2068,Submitted,01/10/2018 09:02:17 PM PST,,Product 88,No,United Kingdom,141367,Name 2068,,Cable issue
00002069,Description 2069,Submitted,01/10/2018 09:02:18 PM PST,,Product 89,No,United Kingdom,135898,Name 2069,,Camera
00002070,Description 2070,Canceled,01/10/2018 09:02:21 PM PST,,Product 90,No,Germany,N/A,Name 2070,,
00002071,Description 2071,Submitted,01/11/2018 09:00:54 PM PST,,Product 91,No,Germany,N/A,Name 2071,,
00002072,Description 2072,Submitted,01/11/2018 09:00:54 PM PST,,Product 92,No,Germany,353758,Name 2072,,
00002073,Description 2073,Submitted,01/11/2018 09:00:55 PM PST,,Product 93,No,USA,zo002730,Name 2073,,Probe
00002074,Description 2074,Submitted,01/11/2018 09:00:55 PM PST,,Product 94,No,USA,N/A,Name 2074,,Probe
00002075,Description 2075,Submitted,01/11/2018 09:00:56 PM PST,,Product 95,No,USA,ZO000816,Name 2075,,Probe
00002076,Description 2076,Canceled,01/11/2018 09:00:57 PM PST,,Product 96,No,USA,196906,Name 2076,,Calibration/Adjustment
00002077,Description 2077,Canceled,01/11/2018 09:00:59 PM PST,,Product 97,,Germany,,Name 2077,,
00002078,Description 2078,Submitted,01/11/2018 09:00:59 PM PST,,Product 98,No,Germany,423889,Name 2078,,Repair
00002079,Description 2079,Submitted,01/11/2018 09:01:00 PM PST,,Product 99,No,United Kingdom,TSM500-1616-GNUK,Name 2079,,Communication to System Issue
00002080,Description 2080,Submitted,01/11/2018 09:01:00 PM PST,,Product 1,No,Germany,379859,Name 2080,,Other
00002081,Description 2081,Canceled,01/11/2018 09:01:01 PM PST,,Product 2,No,Germany,N/A,Name 2081,,
00002082,Description 2082,Canceled,01/11/2018 09:01:02 PM PST,,Product 3,No,Germany,N/A,Name 2082,,
00002083,Description 2083,Submitted,01/11/2018 09:01:02 PM PST,,Product 4,No,Germany,N/A,Name 2083,,
00002084,Description 2084,Canceled,01/11/2018 09:01:02 PM PST,,Product 5,No,Germany,N/A,Name 2084,,Other
00002085,Description 2085,Closed,01/11/2018 09:01:03 PM PST,01/11/2018 11:09:23 PM PST,Product 6,No,United Kingdom,432219,Name 2085,"N/A, Complaint Closed Prior To This Field Implementation",Cable issue
00002086,Description 2086,Submitted,01/11/2018 09:01:03 PM PST,,Product 7,No,Germany,188625,Name 2086,,
00002087,Description 2087,Canceled,01/11/2018 09:01:04 PM PST,,Product 8,No,Germany,N/A,Name 2087,,
00002088,Description 2088,Submitted,01/11/2018 09:01:04 PM PST,,Product 9,No,Germany,972650,Name 2088,,Other
00002089,Description 2089,Submitted,01/11/2018 09:01:05 PM PST,,Product 10,No,Germany,N/A,Name 2089,,
00002090,Description 2090,Submitted,01/11/2018 09:01:05 PM PST,,Product 11,No,Germany,436779,Name 2090,,
00002091,Description 2091,Submitted,01/11/2018 09:01:06 PM PST,,Product 12,No,Germany,N/A,Name 2091,,
00002092,Description 2092,Submitted,01/11/2018 09:01:07 PM PST,,Product 13,No,Germany,1004356,Name 2092,,
00002093,Description 2093,Submitted,01/11/2018 09:01:07 PM PST,,Product 14,No,Germany,#941336,Name 2093,,
00002094,Description 2094,Closed,01/11/2018 09:01:08 PM PST,01/11/2018 11:28:01 PM PST,Product 15,No,USA,256914,Name 2094,"N/A, Complaint Closed Prior To This Field Implementation",Probe
00002095,Description 2095,Closed,01/11/2018 09:01:08 PM PST,01/11/2018 11:30:53 PM PST,Product 16,No,USA,ZO000786,Name 2095,"N/A, Complaint Closed Prior To This Field Implementation",Probe
00002096,Description 2096,Submitted,01/11/2018 09:01:09 PM PST,,Product 17,No,USA,zo002735,Name 2096,,Probe
00002097,Description 2097,Submitted,01/11/2018 09:01:09 PM PST,,Product 18,No,USA,317267,Name 2097,,Probe
00002098,Description 2098,Submitted,01/11/2018 09:01:10 PM PST,,Product 19,No,USA,194635,Name 2098,,Pump
00002099,Description 2099,Submitted,01/11/2018 09:01:10 PM PST,,Product 20,No,USA,128317,Name 2099,,Communication to System Issue
00002100,Description 2100,Submitted,01/11/2018 09:01:11 PM PST,,Product 21,No,USA,997115,Name 2100,,Camera
00002101,Description 2101,Closed,01/11/2018 09:01:11 PM PST,01/12/2018 12:44:31 AM PST,Product 22,No,Greece,EP-TE27364,Name 2101,"N/A, Complaint Closed Prior To This Field Implementation",Probe
00002102,Description 2102,Submitted,01/11/2018 09:01:13 PM PST,,Product 23,No,Germany,N/A,Name 2102,,
00002103,Description 2103,Submitted,01/11/2018 09:01:13 PM PST,,Product 24,No,Germany,N/A,Name 2103,,
00002104,Description 2104,Submitted,01/11/2018 09:01:14 PM PST,,Product 25,No,Germany,951572,Name 2104,,
00002105,Description 2105,Submitted,01/11/2018 09:01:14 PM PST,,Product 26,No,Germany,N/A,Name 2105,,
00002106,Description 2106,Closed,01/11/2018 09:01:22 PM PST,01/12/2018 12:47:32 AM PST,Product 27,No,Ireland,984447,Name 2106,"N/A, Complaint Closed Prior To This Field Implementation","Routine maintenance, calibrati"
00002107,Description 2107,Submitted,01/11/2018 09:01:22 PM PST,,Product 28,No,United Kingdom,1750035,Name 2107,"N/A, Complaint Closed Prior To This Field Implementation",Other
00002108,Description 2108,Submitted,01/11/2018 09:01:23 PM PST,,Product 29,No,Greece,N/A,Name 2108,,Probe
00002109,Description 2109,Canceled,01/11/2018 09:01:31 PM PST,,Product 30,,Germany,,Name 2109,,
00002110,Description 2110,Canceled,01/11/2018 09:01:31 PM PST,,Product 31,,Germany,,Name 2110,,
00002111,Description 2111,Submitted,01/11/2018 09:01:32 PM PST,,Product 32,No,Germany,N/A,Name 2111,,
00002112,Description 2112,Canceled,01/12/2018 09:00:51 PM PST,,Product 33,,Germany,,Name 2112,,Other
00002113,Description 2113,Submitted,01/12/2018 09:00:52 PM PST,,Product 34,No,Germany,N/A,Name 2113,,
00002114,Description 2114,Submitted,01/12/2018 09:00:53 PM PST,,Product 35,No,Germany,145019,Name 2114,,
00002115,Description 2115,Canceled,01/15/2018 09:00:48 PM PST,,Product 36,No,Germany,N/A,Name 2115,,
00002116,Description 2116,Canceled,01/12/2018 09:00:54 PM PST,,Product 37,No,Germany,N/A,Name 2116,,
00002117,Description 2117,Submitted,01/12/2018 09:00:54 PM PST,,Product 38,No,Austria,200626,Name 2117,,Probe
00002118,Description 2118,Submitted,01/12/2018 09:00:55 PM PST,,Product 39,No,Germany,409514,Name 2118,,Main/Digital Board
00002119,Description 2119,Submitted,01/11/2018 09:01:51 PM PST,,Product 40,No,Ireland,398624,Name 2119,,Probe
00002120,Description 2120,Submitted,01/11/2018 09:01:52 PM PST,,Product 41,No,Belgium,993506,Name 2120,,Camera
00002121,Description 2121,Submitted,01/11/2018 09:01:52 PM PST,,Product 42,No,United Kingdom,972695,Name 2121,,
00002122,Description 2122,Closed,01/11/2018 09:01:55 PM PST,07/16/2018 01:08:51 AM PDT,Product 43,No,Germany,17551522,Name 2122,N/A,Other
00002123,Description 2123,Canceled,01/11/2018 09:01:56 PM PST,,Product 44,,Germany,62553,Name 2123,,Calibration
00002124,Description 2124,Submitted,01/11/2018 09:01:56 PM PST,,Product 45,No,Germany,62388,Name 2124,,
00002125,Description 2125,Canceled,01/12/2018 09:00:56 PM PST,,Product 46,,Austria,195847,Name 2125,,Calibration
00002126,Description 2126,Submitted,01/12/2018 09:00:57 PM PST,,Product 47,No,United Kingdom,990151,Name 2126,,Calibration
00002127,Description 2127,Submitted,01/12/2018 09:00:57 PM PST,,Product 48,No,United Kingdom,284912,Name 2127,,Calibration/Adjustment
00002128,Description 2128,Submitted,01/12/2018 09:01:02 PM PST,,Product 49,No,USA,991646,Name 2128,,Camera
00002129,Description 2129,Submitted,01/12/2018 09:01:05 PM PST,,Product 50,No,USA,ZO000584,Name 2129,,Probe
00002130,Description 2130,Submitted,01/12/2018 09:01:05 PM PST,,Product 51,No,United Kingdom,N/A,Name 2130,,
00002131,Description 2131,Submitted,01/12/2018 09:01:10 PM PST,,Product 52,No,Germany,14156,Name 2131,,
00002132,Description 2132,Submitted,01/12/2018 09:01:10 PM PST,,Product 53,No,Germany,N/A,Name 2132,,
00002133,Description 2133,Submitted,01/12/2018 09:01:11 PM PST,,Product 54,No,Germany,C442292,Name 2133,,
00002134,Description 2134,Canceled,01/12/2018 09:01:14 PM PST,,Product 55,No,Germany,N/A,Name 2134,,
00002135,Description 2135,Canceled,01/12/2018 09:01:15 PM PST,,Product 56,No,Germany,N/A,Name 2135,,
00002136,Description 2136,Canceled,01/12/2018 09:01:15 PM PST,,Product 57,No,Germany,N/A,Name 2136,,
00002137,Description 2137,Canceled,01/12/2018 09:01:16 PM PST,,Product 58,No,Germany,N/A,Name 2137,,
00002138,Description 2138,Canceled,01/12/2018 09:01:16 PM PST,,Product 59,No,Germany,N/A,Name 2138,,
00002139,Description 2139,Canceled,01/12/2018 09:01:16 PM PST,,Product 60,No,Germany,N/A,Name 2139,,
00002140,Description 2140,Canceled,01/12/2018 09:01:17 PM PST,,Product 61,No,Germany,N/A,Name 2140,,
00002141,Description 2141,Canceled,01/12/2018 09:01:17 PM PST,,Product 62,No,Germany,N/A,Name 2141,,
00002142,Description 2142,Canceled,01/12/2018 09:01:18 PM PST,,Product 63,No,Germany,N/A,Name 2142,,
00002143,Description 2143,Canceled,01/12/2018 09:01:18 PM PST,,Product 64,No,Germany,N/A,Name 2143,,
00002144,Description 2144,Canceled,01/12/2018 09:01:19 PM PST,,Product 65,No,Germany,N/A,Name 2144,,
00002145,Description 2145,Canceled,01/12/2018 09:01:19 PM PST,,Product 66,No,Germany,N/A,Name 2145,,
00002146,Description 2146,Canceled,01/12/2018 09:01:20 PM PST,,Product 67,No,Germany,N/A,Name 2146,,
00002147,Description 2147,Canceled,01/12/2018 09:01:20 PM PST,,Product 68,No,Germany,N/A,Name 2147,,
00002148,Description 2148,Canceled,01/12/2018 09:01:21 PM PST,,Product 69,No,Germany,N/A,Name 2148,,
00002149,Description 2149,Submitted,01/12/2018 09:01:21 PM PST,,Product 70,No,Germany,N/A,Name 2149,,
00002150,Description 2150,Submitted,01/12/2018 09:01:22 PM PST,,Product 71,No,Germany,94223,Name 2150,,
00002151,Description 2151,Canceled,01/12/2018 09:01:23 PM PST,,Product 72,,Germany,,Name 2151,,
00002152,Description 2152,Submitted,01/12/2018 09:01:23 PM PST,,Product 73,No,Turkey,ZO002814,Name 2152,,Probe
00002153,Description 2153,Submitted,01/12/2018 09:01:27 PM PST,,Product 74,No,Ireland,425511,Name 2153,,
00002154,Description 2154,Submitted,01/12/2018 09:01:28 PM PST,,Product 75,No,Germany,N/A,Name 2154,,
00002155,Description 2155,Canceled,01/12/2018 09:01:40 PM PST,,Product 76,No,Italy,N/A,Name 2155,,
00002156,Description 2156,Canceled,01/12/2018 09:01:43 PM PST,,Product 77,No,Germany,N/A,Name 2156,,
00002157,Description 2157,Submitted,01/15/2018 09:00:51 PM PST,,Product 78,No,Spain,990394,Name 2157,,
00002158,Description 2158,Submitted,01/15/2018 09:00:52 PM PST,,Product 79,No,Germany,981551,Name 2158,,Calibration
00002159,Description 2159,Canceled,01/15/2018 09:00:53 PM PST,,Product 80,No,Germany,N/A,Name 2159,,
00002160,Description 2160,Submitted,01/15/2018 09:00:58 PM PST,,Product 81,No,Poland,223712,Name 2160,,
00002161,Description 2161,Submitted,01/15/2018 09:01:02 PM PST,,Product 82,No,Germany,200624,Name 2161,,
00002162,Description 2162,Canceled,01/15/2018 09:01:03 PM PST,,Product 83,No,Germany,N/A,Name 2162,,
00002163,Description 2163,Canceled,01/15/2018 09:01:04 PM PST,,Product 84,No,Germany,N/A,Name 2163,,
00002164,Description 2164,Submitted,01/15/2018 09:01:05 PM PST,,Product 85,No,Argentina,442652,Name 2164,,
00002165,Description 2165,Submitted,01/15/2018 09:01:06 PM PST,,Product 86,No,South Africa,216740,Name 2165,,Communication to System Issue
00002166,Description 2166,Closed,01/15/2018 09:01:06 PM PST,02/14/2018 04:07:03 AM PST,Product 87,No,Japan,N/A,Name 2166,"N/A, Complaint Closed Prior To This Field Implementation",Other
00002167,Description 2167,Submitted,01/15/2018 09:01:08 PM PST,,Product 88,No,Finland,210080,Name 2167,,
00002168,Description 2168,Submitted,01/15/2018 09:01:12 PM PST,,Product 89,No,Germany,702590,Name 2168,,
00002169,Description 2169,Canceled,01/15/2018 09:01:12 PM PST,,Product 90,,Germany,,Name 2169,,
00002170,Description 2170,Submitted,01/15/2018 09:01:13 PM PST,,Product 91,No,United Kingdom,997359,Name 2170,,Headset
00002171,Description 2171,Canceled,01/15/2018 09:01:15 PM PST,,Product 92,,Germany,113425,Name 2171,,Calibration
00002172,Description 2172,Canceled,01/15/2018 09:01:16 PM PST,,Product 93,No,Germany,N/A,Name 2172,,
00002173,Description 2173,Canceled,01/15/2018 09:01:16 PM PST,,Product 94,No,Germany,,Name 2173,,Calibration
00002174,Description 2174,Canceled,01/16/2018 09:00:45 PM PST,,Product 95,No,Germany,N/A,Name 2174,,
00002175,Description 2175,Canceled,01/16/2018 09:00:45 PM PST,,Product 96,No,Germany,N/A,Name 2175,,
00002176,Description 2176,Canceled,01/16/2018 09:00:46 PM PST,,Product 97,,Germany,,Name 2176,,
00002177,Description 2177,Canceled,01/16/2018 09:00:47 PM PST,,Product 98,,Germany,,Name 2177,,
00002178,Description 2178,Canceled,01/16/2018 09:00:47 PM PST,,Product 99,,Germany,,Name 2178,,
00002179,Description 2179,Canceled,01/17/2018 09:00:47 PM PST,,Product 1,,Germany,,Name 2179,,
00002180,Description 2180,Canceled,01/17/2018 09:00:48 PM PST,,Product 2,,Germany,,Name 2180,,
00002181,Description 2181,Canceled,01/17/2018 09:00:48 PM PST,,Product 3,,Germany,,Name 2181,,
00002182,Description 2182,Canceled,01/15/2018 09:01:17 PM PST,,Product 4,No,Germany,N/A,Name 2182,,
00002183,Description 2183,Canceled,01/15/2018 09:01:17 PM PST,,Product 5,,Germany,,Name 2183,,
00002184,Description 2184,Canceled,01/15/2018 09:01:18 PM PST,,Product 6,,Germany,,Name 2184,,
00002185,Description 2185,Canceled,01/15/2018 09:01:18 PM PST,,Product 7,No,Germany,N/A,Name 2185,,
00002186,Description 2186,Canceled,01/15/2018 09:01:19 PM PST,,Product 8,,Germany,,Name 2186,,
00002187,Description 2187,Canceled,01/15/2018 09:01:19 PM PST,,Product 9,,Germany,,Name 2187,,
00002188,Description 2188,Submitted,01/15/2018 09:01:20 PM PST,,Product 10,No,Germany,N/A,Name 2188,,
00002189,Description 2189,Canceled,01/15/2018 09:01:20 PM PST,,Product 11,,Germany,,Name 2189,,
00002190,Description 2190,Submitted,01/15/2018 09:01:20 PM PST,,Product 12,No,Germany,N/A,Name 2190,,
00002191,Description 2191,Canceled,01/15/2018 09:01:21 PM PST,,Product 13,,Germany,,Name 2191,,
00002192,Description 2192,Submitted,01/15/2018 09:01:21 PM PST,,Product 14,No,Germany,,Name 2192,,
00002193,Description 2193,Canceled,01/16/2018 09:00:48 PM PST,,Product 15,No,Germany,N/A,Name 2193,,
00002194,Description 2194,Submitted,01/16/2018 09:00:49 PM PST,,Product 16,No,Germany,,Name 2194,,
00002195,Description 2195,Canceled,01/15/2018 09:01:26 PM PST,,Product 17,,Germany,,Name 2195,,
00002196,Description 2196,Canceled,01/15/2018 09:01:26 PM PST,,Product 18,,Germany,,Name 2196,,
00002197,Description 2197,Canceled,01/22/2018 09:00:43 PM PST,,Product 19,,Germany,,Name 2197,,
00002198,Description 2198,Submitted,01/22/2018 09:00:43 PM PST,,Product 20,No,Germany,,Name 2198,,
00002199,Description 2199,Submitted,01/15/2018 09:01:34 PM PST,,Product 21,No,Denmark,377300,Name 2199,,
00002200,Description 2200,Closed,01/15/2018 09:01:40 PM PST,02/25/2019 06:57:34 AM PST,Product 22,No,United Kingdom,na,Name 2200,Taastrup|Audiometry|HW|Pt responder|Uncertain,Other
00002201,Description 2201,Closed,01/15/2018 09:01:40 PM PST,02/25/2019 07:01:10 AM PST,Product 23,No,United Kingdom,na,Name 2201,Taastrup|Audiometry|HW|Pt responder|Uncertain,Other
00002202,Description 2202,Canceled,01/15/2018 09:01:42 PM PST,,Product 24,,Italy,R35C15K000059,Name 2202,,Calibration
00002203,Description 2203,Submitted,01/15/2018 09:01:49 PM PST,,Product 25,No,Denmark,330-10161-DK,Name 2203,,Headset
00002204,Description 2204,Canceled,01/15/2018 09:02:11 PM PST,,Product 26,,United Kingdom,,Name 2204,,
00002205,Description 2205,Submitted,01/16/2018 09:00:53 PM PST,,Product 27,No,Taiwan,3402,Name 2205,,Main/Digital Board
00002206,Description 2206,Canceled,01/16/2018 09:00:53 PM PST,,Product 28,,Taiwan,,Name 2206,,
00002207,Description 2207,Canceled,01/16/2018 09:00:55 PM PST,,Product 29,No,United Kingdom,N/A,Name 2207,,
00002208,Description 2208,Canceled,01/16/2018 09:00:55 PM PST,,Product 30,,Germany,,Name 2208,,
00002209,Description 2209,Submitted,01/16/2018 09:00:56 PM PST,,Product 31,No,Germany,,Name 2209,,
00002210,Description 2210,Submitted,01/16/2018 09:00:56 PM PST,,Product 32,No,Netherlands,,Name 2210,,
00002211,Description 2211,Submitted,01/16/2018 09:00:57 PM PST,,Product 33,No,Netherlands,N/A,Name 2211,,
00002212,Description 2212,Submitted,01/16/2018 09:01:01 PM PST,,Product 34,No,United Kingdom,388985,Name 2212,,
00002213,Description 2213,Submitted,01/16/2018 09:01:01 PM PST,,Product 35,No,Germany,148260,Name 2213,,
00002214,Description 2214,Submitted,01/16/2018 09:01:02 PM PST,,Product 36,No,United Kingdom,405357,Name 2214,,
00002215,Description 2215,Submitted,01/16/2018 09:01:02 PM PST,,Product 37,No,United Kingdom,958360,Name 2215,,
00002216,Description 2216,Submitted,01/16/2018 09:01:03 PM PST,,Product 38,No,United Kingdom,205659,Name 2216,,
00002217,Description 2217,Submitted,01/16/2018 09:01:04 PM PST,,Product 39,No,Ireland,375187,Name 2217,,
00002218,Description 2218,Canceled,01/16/2018 09:01:04 PM PST,,Product 40,,United Kingdom,,Name 2218,,
00002219,Description 2219,Submitted,01/16/2018 09:01:07 PM PST,,Product 41,No,Italy,50/22396/SYL,Name 2219,,
00002220,Description 2220,Canceled,01/17/2018 09:00:50 PM PST,,Product 42,No,Germany,N/A,Name 2220,,
00002221,Description 2221,Canceled,01/17/2018 09:00:51 PM PST,,Product 43,No,Germany,N/A,Name 2221,,
